rating,book_title,book_author,year_of_publication,publisher,Category
10,From the Corner of His Eye,Dean Koontz,2001.0,Bantam Books,fiction
10,Summer Sisters,Judy Blume,1998.0,Delacorte Press,fiction
0,The Grilling Season,Diane Mott Davidson,1998.0,Bantam Books,fiction
0,The Lost World,Michael Crichton,1996.0,Ballantine Books,fiction
8,A Thief of Time (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,1990.0,HarperTorch,fiction
8,The Villa,Nora Roberts,2002.0,Jove Books,fiction
0,Angela's Ashes (MMP) : A Memoir,Frank McCourt,1999.0,Scribner,biography & autobiography
0,Message in a Bottle,Nicholas Sparks,1999.0,Warner Vision,fiction
7,Prey,Michael Crichton,2003.0,Avon Books,fiction
0,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J.R.R. TOLKIEN,1986.0,Del Rey,fiction
0,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999.0,Scholastic,juvenile fiction
9,Thinner,Stephen King,1985.0,New Amer Library,fiction
6,Sole Survivor,DEAN KOONTZ,1997.0,Ballantine Books,aircraft accidents
0,Time And Again,Nora Roberts,2001.0,Silhouette,fiction
0,Bel Canto,Ann Patchett,2001.0,HarperCollins Publishers,fiction
0,One Hundred Years of Solitude,Gabriel Garcia Marquez,1998.0,Perennial,fiction
0,Deadly Decisions,Kathy Reichs,2001.0,Pocket Books,fiction
7,False Memory,Dean R. Koontz,2000.0,Bantam Books,fiction
7,The Five People You Meet in Heaven,Mitch Albom,2003.0,Hyperion,fiction
7,The Deep End of the Ocean (Oprah's Book Club (Hardcover)),Jacquelyn Mitchard,1996.0,Penguin USA,fiction
0,A Heartbreaking Work of Staggering Genius,Dave Eggers,2001.0,Vintage Books USA,biography & autobiography
0,Nightmares & Dreamscapes,Stephen King,2004.0,Signet Book,fiction
0,The Da Vinci Code,Dan Brown,2003.0,Doubleday,fiction
0,The Honk and Holler Opening Soon,Billie Letts,1999.0,Warner Books,fiction
0,The Sigma Protocol,Robert Ludlum,2002.0,St. Martin's Paperbacks,fiction
0,Morality for Beautiful Girls (No.1 Ladies Detective Agency),Alexander McCall Smith,2002.0,Anchor,fiction
0,N Is for Noose,Sue Grafton,1999.0,Fawcett Books,fiction
0,"All the Pretty Horses (The Border Trilogy, Vol 1)",CORMAC MCCARTHY,1993.0,Vintage,fiction
0,The Saving Graces: A Novel,Patricia Gaffney,2000.0,HarperTorch,fiction
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
0,Outbreak,Robin Cook,1991.0,Berkley Publishing Group,fiction
7,A Cold Heart (Alex Delaware Novels (Paperback)),JONATHAN KELLERMAN,2003.0,Ballantine Books,fiction
0,The Testament,John Grisham,1999.0,Dell,fiction
6,The Cereal Murders,Diane Mott Davidson,1994.0,Crimeline,fiction
8,The Hunt for Red October,Tom Clancy,1985.0,Berkley Publishing Group,fiction
0,Deadly Decisions,Kathy Reichs,2001.0,Pocket Books,fiction
8,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,2002.0,HarperTorch,fiction
8,All That Remains (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1993.0,Avon,fiction
0,Plainsong (Vintage Contemporaries),KENT HARUF,2000.0,Vintage,fiction
0,The World According to Garp,John Irving,1994.0,Ballantine Books,fiction
0,Little Altars Everywhere: A Novel,Rebecca Wells,1996.0,Perennial,fiction
0,The Nanny Diaries: A Novel,Emma McLaughlin,2003.0,St. Martin's Griffin,fiction
0,Little Altars Everywhere: A Novel,Rebecca Wells,1996.0,Perennial,fiction
0,Irish Hearts,Nora Roberts,2000.0,Silhouette,fiction
5,Suzanne's Diary for Nicholas,James Patterson,2003.0,Warner Books,fiction
7,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993.0,Ballantine Books,fiction
7,Shopaholic Takes Manhattan (Summer Display Opportunity),Sophie Kinsella,2002.0,Delta,fiction
0,Along Came a Spider (Alex Cross Novels),James Patterson,1993.0,Warner Books,fiction
0,You Belong To Me,Mary Higgins Clark,1999.0,Pocket Books,fiction
8,Tourist Season,Carl Hiaasen,1987.0,Warner Books,fiction
10,Anne Frank: The Diary of a Young Girl,ANNE FRANK,1993.0,Bantam,biography & autobiography
0,The Dive From Clausen's Pier : A Novel (Vintage Contemporaries (Paperback)),ANN PACKER,2003.0,Vintage,fiction
0,Atonement : A Novel,IAN MCEWAN,2003.0,Anchor,fiction
7,The Cereal Murders,Diane Mott Davidson,1994.0,Crimeline,fiction
0,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,1990.0,Anchor,middle west
6,Visions of Sugar Plums: A Stephanie Plum Holiday Novel,Janet Evanovich,2004.0,St. Martin's Paperbacks,fiction
0,While I Was Gone,Sue Miller,1999.0,Ballantine Books,fiction
0,The Summons,John Grisham,2002.0,Dell Publishing Company,fiction
0,The Client,John Grisham,1994.0,Dell Publishing Company,fiction
7,Icy Sparks,Gwyn Hyman Rubio,2001.0,Penguin Books,fiction
5,Rainbow Six,Tom Clancy,2004.0,Berkley Publishing Group,fiction
5,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,2002.0,HarperTorch,fiction
0,Three Junes,JULIA GLASS,2003.0,Anchor,fiction
0,The Sweet Potato Queens' Book of Love,JILL CONNER BROWNE,1999.0,Three Rivers Press,family & relationships
0,False Memory,Dean R. Koontz,2000.0,Bantam Books,fiction
9,The Rainmaker,JOHN GRISHAM,1996.0,Dell,fiction
5,And Then You Die,Iris Johansen,1998.0,Bantam,fiction
0,A Year in Provence,Peter Mayle,1991.0,Vintage Books USA,history
10,The Honk and Holler Opening Soon,Billie Letts,1999.0,Warner Books,fiction
10,Seabiscuit: An American Legend,LAURA HILLENBRAND,2002.0,Ballantine Books,history
0,Engaging The Enemy,Nora Roberts,2003.0,Silhouette,fiction
0,Barrel Fever : Stories and Essays (Barrel Fever),David Sedaris,1995.0,Back Bay Books,fiction
0,Sphere,MICHAEL CRICHTON,1988.0,Ballantine Books,fiction
8,The Dress Lodger (Ballantine Reader's Circle),Sheri Holman,2001.0,Ballantine Books,fiction
0,We Were the Mulvaneys,Joyce Carol Oates,1996.0,Plume,fiction
0,A Civil Action,JONATHAN HARR,1996.0,Vintage,law
0,Dreamcatcher,Stephen King,2001.0,Scribner,fiction
0,The Rainmaker,JOHN GRISHAM,1996.0,Dell,fiction
8,The Liar's Club: A Memoir,Mary Karr,1998.0,Penguin USA (Paper),biography & autobiography
7,D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1988.0,Bantam,fiction
6,The Client,John Grisham,1994.0,Dell Publishing Company,fiction
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
5,One True Thing,Anna Quindlen,1995.0,Dell,fiction
0,The Scarlet Letter,NATHANIEL HAWTHORNE,1965.0,Bantam,adulteresses
2,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
0,The Cat Who Ate Danish Modern (Cat Who... (Paperback)),Lilian Jackson Braun,1990.0,Jove Books,fiction
10,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
0,From the Corner of His Eye,Dean Koontz,2001.0,Bantam Books,fiction
0,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003.0,Scholastic,juvenile fiction
0,Icy Sparks,Gwyn Hyman Rubio,2001.0,Penguin Books,fiction
10,Good Omens,Neil Gaiman,1996.0,Ace Books,fiction
0,One for the Money (A Stephanie Plum Novel),Janet Evanovich,2003.0,St. Martin's Paperbacks,fiction
7,The Dive From Clausen's Pier : A Novel (Vintage Contemporaries (Paperback)),ANN PACKER,2003.0,Vintage,fiction
0,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,2003.0,Random House Trade Paperbacks,biography & autobiography
0,Betrayal in Death,Nora Roberts,2001.0,Berkley Publishing Group,fiction
9,Fahrenheit 451,RAY BRADBURY,1987.0,Del Rey,fiction
9,The Brethren,John Grisham,2000.0,Island,fiction
10,The Bad Place,Dean R. Koontz,1994.0,Berkley Publishing Group,fiction
0,Code to Zero,Ken Follett,2001.0,Signet Book,fiction
6,Hearts In Atlantis,Stephen King,2000.0,Pocket,fiction
8,Shopgirl : A Novella,Steve Martin,2000.0,Hyperion Press,fiction
8,Last Man Standing,David Baldacci,2002.0,Warner Vision,fiction
9,The Secret Life of Bees,Sue Monk Kidd,2003.0,Penguin Books,fiction
0,The Summons,John Grisham,2002.0,Doubleday Books,fiction
0,The Cardinal of the Kremlin (Jack Ryan Novels),Tom Clancy,1989.0,Berkley Publishing Group,fiction
8,Good Omens,Neil Gaiman,1996.0,Ace Books,fiction
7,Dreamcatcher,Stephen King,2001.0,Scribner,fiction
0,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993.0,Ballantine Books,fiction
0,The Testament,John Grisham,1999.0,Dell,fiction
8,Up Island: A Novel,Anne Rivers Siddons,1998.0,HarperTorch,fiction
10,Make the Connection: Ten Steps to a Better Body and a Better Life,Bob Greene,1996.0,Hyperion Press,health & fitness
5,Foucault's Pendulum,Umberto Eco,1990.0,Ballantine Books,fiction
0,The First Counsel,Brad Meltzer,2001.0,Warner Vision,fiction
9,Black and Blue : A Novel,ANNA QUINDLEN,1998.0,Random House,fiction
0,Illusions: The Adventures of a Reluctant Messiah,Richard Bach,1994.0,Dell Publishing Company,fiction
0,The Color Purple,Alice Walker,1990.0,Pocket,fiction
0,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002.0,Scholastic Paperbacks,juvenile fiction
8,The Summons,John Grisham,2002.0,Doubleday Books,fiction
0,Turtle Moon,Alice Hoffman,1993.0,Berkley Publishing Group,fiction
0,The Color of Magic,Terry Pratchett,2000.0,HarperTorch,fiction
3,Shopgirl : A Novella,Steve Martin,2000.0,Hyperion Press,fiction
0,Gerald's Game,Stephen King,2001.0,Signet Book,fiction
10,The Da Vinci Code,Dan Brown,2003.0,Doubleday,fiction
0,Insomnia,Stephen King,1995.0,Signet Book,fiction
3,Open Season,Linda Howard,2002.0,Pocket,fiction
0,The Five People You Meet in Heaven,Mitch Albom,2003.0,Hyperion,fiction
0,A Lesson Before Dying (Vintage Contemporaries (Paperback)),Ernest J. Gaines,1997.0,Vintage Books USA,african american men
0,D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1988.0,Bantam,fiction
0,Seven Habits Of Highly Effective People,Stephen R. Covey,1990.0,Free Press,character
0,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986.0,Ballantine Books,horror tales
10,Island of the Blue Dolphins,SCOTT O'DELL,1971.0,Random House Children's Books,juvenile fiction
8,One for the Money (A Stephanie Plum Novel),Janet Evanovich,2003.0,St. Martin's Paperbacks,fiction
8,The Sum of All Fears,Tom Clancy,2002.0,Berkley Publishing Group,fiction
10,Song of Solomon (Oprah's Book Club (Paperback)),Toni Morrison,1987.0,Plume Books,fiction
0,Slammerkin,Emma Donoghue,2002.0,Harvest Books,fiction
8,Move to Strike,Perri O'Shaughnessy,2001.0,Island,fiction
0,Dawn (Cutler),V.C. Andrews,1990.0,Pocket,fiction
0,House of Leaves,Mark Z. Danielewski,2000.0,Pantheon Books,fiction
0,The Da Vinci Code,Dan Brown,2003.0,Doubleday,fiction
7,Fast Women,Jennifer Crusie,2002.0,St. Martin's Press,fiction
8,American Gods,Neil Gaiman,2002.0,HarperTorch,fiction
10,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1996.0,Tyndale House Publishers,rapture (christian eschatology)
0,Face the Fire (Three Sisters Island Trilogy),Nora Roberts,2002.0,Jove Books,fiction
9,A Time to Kill,JOHN GRISHAM,1992.0,Dell,fiction
9,Middlesex: A Novel,Jeffrey Eugenides,2003.0,Picador,fiction
9,Angela's Ashes (MMP) : A Memoir,Frank McCourt,1999.0,Scribner,biography & autobiography
0,Deadly Decisions,Kathy Reichs,2001.0,Pocket Books,fiction
9,From Potter's Field,Patricia Daniels Cornwell,1996.0,Berkley Publishing Group,fiction
0,A Widow for One Year,JOHN IRVING,1999.0,Ballantine Books,fiction
7,The World According to Garp,John Irving,1994.0,Ballantine Books,fiction
0,Table For Two,Nora Roberts,2002.0,Silhouette,fiction
0,A Heartbreaking Work of Staggering Genius,Dave Eggers,2001.0,Vintage Books USA,biography & autobiography
4,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,1987.0,Bantam,fiction
7,The Perfect Husband,LISA GARDNER,1997.0,Bantam,fiction
0,Beach Music,Pat Conroy,1996.0,Bantam Books,fiction
0,Tears of the Moon (Irish Trilogy),Nora Roberts,2000.0,Jove Books,fiction
0,Daddy's Little Girl,Mary Higgins Clark,2003.0,Pocket,fiction
0,The Phantom Tollbooth,Norton Juster,1993.0,Yearling Books,juvenile fiction
0,The Five People You Meet in Heaven,Mitch Albom,2003.0,Hyperion,fiction
7,It's Not About the Bike: My Journey Back to Life,Lance Armstrong,2001.0,Berkley Publishing Group,biography & autobiography
7,Summer Pleasures,Nora Roberts,2002.0,Silhouette,fiction
0,Timeline,MICHAEL CRICHTON,2000.0,Ballantine Books,fiction
0,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,1998.0,HarperTorch,nature
0,The Samurai's Garden : A Novel,Gail Tsukiyama,1996.0,St. Martin's Griffin,fiction
0,The Liar's Club: A Memoir,Mary Karr,1998.0,Penguin USA (Paper),biography & autobiography
0,Fine Things,Danielle Steel,1988.0,Dell,fiction
5,Seinlanguage,Jerry Seinfeld,1995.0,Bantam Books,humor
0,The Street Lawyer,John Grisham,1998.0,Doubleday Books,fiction
8,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,1996.0,Berkley Publishing Group,fiction
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
9,The Hundred Secret Senses,Amy Tan,1996.0,Ivy Books,fiction
7,The Reader,Bernhard Schlink,1999.0,Vintage Books USA,fiction
0,A Widow for One Year,JOHN IRVING,1999.0,Ballantine Books,fiction
0,Ashes to Ashes,TAMI HOAG,2000.0,Bantam,fiction
0,Sisterhood of the Traveling Pants,ANN BRASHARES,2003.0,Delacorte Books for Young Readers,juvenile fiction
0,East of Eden (Oprah's Book Club),John Steinbeck,2003.0,Penguin Books,fiction
0,The Last Time They Met : A Novel,Anita Shreve,2002.0,Back Bay Books,fiction
0,The Thorn Birds,Colleen McCullough,1978.0,Avon,fiction
0,"Whirlwind (Tyler, Book 1)",Nancy Martin,1992.0,Harlequin,fiction
9,Cold Sassy Tree,Olive Ann Burns,1986.0,Delta,fiction
7,N Is for Noose,Sue Grafton,1999.0,Fawcett Books,fiction
0,The Sum of All Fears,Tom Clancy,2002.0,Berkley Publishing Group,fiction
0,Girl with a Pearl Earring,Tracy Chevalier,2001.0,Plume Books,fiction
0,Love in the Time of Cholera (Penguin Great Books of the 20th Century),Gabriel Garcia Marquez,1994.0,Penguin Books,adultery
5,The Sweet Potato Queens' Book of Love,JILL CONNER BROWNE,1999.0,Three Rivers Press,family & relationships
7,The Summons,John Grisham,2002.0,Dell Publishing Company,fiction
0,A Map of the World,Jane Hamilton,1999.0,Anchor Books/Doubleday,fiction
0,From Potter's Field,Patricia Daniels Cornwell,1996.0,Berkley Publishing Group,fiction
0,The English Patient,Michael Ondaatje,1996.0,Vintage Books USA,fiction
0,The Nanny Diaries: A Novel,Emma McLaughlin,2003.0,St. Martin's Griffin,fiction
0,The Rapture of Canaan,Sheri Reynolds,1997.0,Berkley Publishing Group,fiction
5,Message in a Bottle,Nicholas Sparks,1999.0,Warner Vision,fiction
10,The Hot Zone,Richard Preston,1995.0,Anchor,medical
0,The Robber Bride,Margaret Atwood,1995.0,Bantam,fiction
8,Hemlock Bay,Catherine Coulter,2002.0,Jove Books,fiction
9,The Horse Whisperer,Nicholas Evans,1996.0,Dell,fiction
8,The King of Torts,John Grisham,2003.0,Doubleday Books,fiction
0,Jackdaws,Ken Follett,2002.0,Signet Book,fiction
0,To Kill a Mockingbird,Harper Lee,1988.0,Little Brown & Company,fiction
0,Lord of the Flies,William Gerald Golding,1959.0,Perigee Trade,fiction
0,The House of the Spirits,Isabel Allende,1986.0,Bantam Books,fiction
0,Hideaway,Dean R. Koontz,1992.0,Berkley Publishing Group,fiction
8,A Patchwork Planet,ANNE TYLER,2001.0,Ballantine Books,fiction
0,The Rescue,Nicholas Sparks,2000.0,Warner Books,fiction
0,Dreamcatcher,Stephen King,2001.0,Scribner,fiction
8,The Girl Who Loved Tom Gordon : A Novel,Stephen King,1999.0,Scribner,fiction
0,Jewel,Bret Lott,1999.0,Washington Square Press,fiction
0,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997.0,Perennial,fiction
0,Secret Prey,John Sandford,2003.0,Berkley Publishing Group,fiction
6,Still Waters,TAMI HOAG,1992.0,Bantam,fiction
7,Fahrenheit 451,RAY BRADBURY,1987.0,Del Rey,fiction
9,Gone with the Wind,Margaret Mitchell,1993.0,Warner Books,fiction
0,American Gods,Neil Gaiman,2002.0,HarperTorch,fiction
0,Black Notice,Patricia Daniels Cornwell,1999.0,Putnam Pub Group,fiction
6,Jackdaws,Ken Follett,2002.0,Signet Book,fiction
7,High Fidelity,Nick Hornby,1996.0,Riverhead Books,fiction
8,The Secret Life of Bees,Sue Monk Kidd,2003.0,Penguin Books,fiction
0,Middlesex: A Novel,Jeffrey Eugenides,2003.0,Picador,fiction
0,Bel Canto,Ann Patchett,2001.0,HarperCollins Publishers,fiction
0,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,2002.0,HarperTorch,fiction
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
0,"Redwall (Redwall, Book 1)",Brian Jacques,1998.0,Ace Books,juvenile fiction
0,The Rapture of Canaan,Sheri Reynolds,1997.0,Berkley Publishing Group,fiction
9,Interpreter of Maladies,Jhumpa Lahiri,1999.0,Houghton Mifflin Co,fiction
9,Bee Season: A Novel,Myla Goldberg,2001.0,Anchor Books/Doubleday,fiction
0,Degree of Guilt,Richard North Patterson,1995.0,Ballantine Books,trials (murder)
0,The Samurai's Garden : A Novel,Gail Tsukiyama,1996.0,St. Martin's Griffin,fiction
0,A Dangerous Fortune,Ken Follett,1994.0,Island,fiction
8,The Copper Beech,Maeve Binchy,1993.0,Dell,fiction
10,Atlantis Found,Clive Cussler,2001.0,Berkley Publishing Group,fiction
10,A Prayer for Owen Meany,John Irving,1990.0,Ballantine Books,fiction
7,The Cider House Rules,John Irving,1994.0,Ballantine Books,fiction
8,Thinner,Stephen King,1985.0,New Amer Library,fiction
9,Notes from a Small Island,Bill Bryson,1997.0,Perennial,travel
0,The Handmaid's Tale,Margaret Atwood,1989.0,Fawcett Books,british and irish fiction (fictional works by one author).
7,Here on Earth,Alice Hoffman,1998.0,Berkley Publishing Group,fiction
0,Barrel Fever : Stories and Essays (Barrel Fever),David Sedaris,1995.0,Back Bay Books,fiction
8,Secret History,DONNA TARTT,1993.0,Ballantine Books,fiction
4,The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13),Mark Haddon,2003.0,Doubleday,fiction
9,Heart of the Sea (Irish Trilogy),Nora Roberts,2000.0,Jove Books,businessmen
5,Rules of Prey,John Sandford,1992.0,Berkley Publishing Group,fiction
0,Voyager,DIANA GABALDON,1994.0,Dell,fiction
0,Up Island: A Novel,Anne Rivers Siddons,1998.0,HarperTorch,fiction
0,Cold Mountain : A Novel,CHARLES FRAZIER,1998.0,Vintage,fiction
8,Relic,Douglas Preston,2003.0,Tor Books,fiction
0,The Hot Zone,Richard Preston,1995.0,Anchor,medical
4,Plainsong (Vintage Contemporaries),KENT HARUF,2000.0,Vintage,fiction
0,A Walk to Remember,Nicholas Sparks,2000.0,Warner Books,fiction
8,Point of Origin,Patricia Daniels Cornwell,1998.0,Putnam Pub Group,fiction
0,Acceptable Risk,Robin Cook,1996.0,Berkley Publishing Group,fiction
0,Three Junes,JULIA GLASS,2003.0,Anchor,fiction
0,Two for the Dough,Janet Evanovich,1996.0,Pocket,fiction
0,CAT'S EYE,MARGARET ATWOOD,1989.0,Bantam,fiction
0,Jane Eyre (Bantam Classics),Charlotte Bronte,1983.0,Bantam,fiction
10,The Cider House Rules,John Irving,1994.0,Ballantine Books,fiction
0,The Bonesetter's Daughter,Amy Tan,2001.0,Putnam Publishing Group,fiction
8,What Dreams May Come : A Novel,Richard Matheson,1998.0,Tor Books,fiction
0,Snow Falling on Cedars,David Guterson,1995.0,Vintage Books USA,fiction
4,Tom Clancy's Op-Center: Mirror Image (Tom Clancy's Op Center (Paperback)),Tom Clancy,1995.0,Berkley Publishing Group,crisis management in government
0,The Color of Magic,Terry Pratchett,2000.0,HarperTorch,fiction
0,"Whisper of Evil (Hooper, Kay. Evil Trilogy.)",Kay Hooper,2002.0,Bantam Books,fiction
0,The God of Small Things,Arundhati Roy,1998.0,Perennial,fiction
0,What Looks Like Crazy On An Ordinary Day,Pearl Cleage,1998.0,Perennial,fiction
9,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2002.0,Owl Books,business & economics
0,Sphere,MICHAEL CRICHTON,1988.0,Ballantine Books,fiction
5,Suzanne's Diary for Nicholas,James Patterson,2001.0,"Little, Brown",fiction
8,From the Corner of His Eye,Dean Koontz,2001.0,Bantam Books,fiction
0,The Da Vinci Code,Dan Brown,2003.0,Doubleday,fiction
8,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997.0,Perennial,fiction
